,file_path,target,embedding
1829,albums\classical\391f9719-54b7-4052-94c7-543e49fe4bd3.png,classical,[0. 0. 0. ... 0. 0. 0.]
1830,albums\classical\39bb4a0a-3ef4-4d40-a8f1-a565acce71b2.png,classical,[0. 0. 0. ... 0. 0. 0.]
1831,albums\classical\39bcfad7-8f60-4c4b-a1dc-a88521951602.png,classical,[0. 0. 0. ... 0. 0. 0.]
1832,albums\classical\39cdae84-9751-4a0f-a1ee-3e03f942c8ab.png,classical,[0. 0. 0. ... 0. 0. 0.]
1833,albums\classical\39d1fa2f-3cea-4d09-b265-63980f611a09.png,classical,[0. 0. 0. ... 0. 0. 0.]
1834,albums\classical\39e02044-dbfc-458d-a69a-c16c07ed3873.png,classical,[0. 0. 0. ... 0. 0. 0.]
1835,albums\classical\39f52a53-cd0d-4e51-9aa0-298fef96d1db.png,classical,[0. 0. 0. ... 0. 0. 0.]
1836,albums\classical\3a24c343-8fb9-4e47-83e4-5b4c238c110f.png,classical,[0. 0. 0. ... 0. 0. 0.]
1837,albums\classical\3a7000ce-9b8d-44cb-97dd-3a3d357fcf8f.png,classical,[ 0.        0.        0.       ...  0.       15.688601  0.      ]
1838,albums\classical\3aa09d63-3b43-4440-9875-541a8c65a79d.png,classical,[0. 0. 0. ... 0. 0. 0.]
1839,albums\classical\3be2990f-90d0-4e26-bdaa-db3ad508e4c9.png,classical,[0.        0.        0.        ... 0.        5.4011145 0.       ]
1840,albums\classical\3c2f9c17-9129-488d-83b1-eac41c364d7b.png,classical,[0.         0.         0.         ... 0.17057616 6.459427   3.9262764 ]
1841,albums\classical\3c3617b9-e995-4ade-bf62-afb7fc89d960.png,classical,[0. 0. 0. ... 0. 0. 0.]
1842,albums\classical\3c773fef-8a46-3d10-b591-79924972e879.png,classical,[0.         0.         0.         ... 0.         0.02360952 0.        ]
1843,albums\classical\3cc45c3f-88ac-47de-8494-8bb05a80e08c.png,classical,[0. 0. 0. ... 0. 0. 0.]
1844,albums\classical\3cc52662-8f38-45c8-8a74-5c9372fbe315.png,classical,[0.       0.       0.       ... 0.       9.906698 0.      ]
1845,albums\classical\3cf49187-6e29-4209-b33f-1f45a877c37d.png,classical,[0. 0. 0. ... 0. 0. 0.]
1846,albums\classical\3cf9d2f3-47f7-34c0-aabc-1debbd1bf16b.png,classical,[0.        0.        0.        ... 0.        2.1767557 0.       ]
1847,albums\classical\3cfbd583-bd16-4d23-9b3a-d6bf27c6370f.png,classical,[0. 0. 0. ... 0. 0. 0.]
1848,albums\classical\3d59ffb0-fe44-44f3-8716-342d40ac1c38.png,classical,[0. 0. 0. ... 0. 0. 0.]
1849,albums\classical\3d66fdad-feb2-4d06-b5a1-d59d617e1c68.png,classical,[0. 0. 0. ... 0. 0. 0.]
1850,albums\classical\3dbcf0d7-5ebf-4805-a721-b508ce1eb5a2.png,classical,[0. 0. 0. ... 0. 0. 0.]
1851,albums\classical\3dffb4c7-2a6b-48f0-a3b1-d307e81ebdb1.png,classical,[0.        0.        0.        ... 0.        3.5977366 0.       ]
1852,albums\classical\3e836289-917e-46bc-b986-773ade0cbec3.png,classical,[0. 0. 0. ... 0. 0. 0.]
1853,albums\classical\3eba0345-54f1-40bf-91a9-3e00be2eb18b.png,classical,[0. 0. 0. ... 0. 0. 0.]
1854,albums\classical\3ed8fc0b-110f-4502-a63f-02cbeeb81eaf.png,classical,[0. 0. 0. ... 0. 0. 0.]
1855,albums\classical\3f154979-87a8-44aa-a33e-182ed52da125.png,classical,[0. 0. 0. ... 0. 0. 0.]
1856,albums\classical\3f48bc20-6b7d-455a-9e7a-346a4e718d53.png,classical,[0. 0. 0. ... 0. 0. 0.]
1857,albums\classical\3f8de635-8114-4191-8995-b18ca9552ab6.png,classical,[0. 0. 0. ... 0. 0. 0.]
1858,albums\classical\3fe1dc96-4f19-4371-9874-ae9c82e01d41.png,classical,[0. 0. 0. ... 0. 0. 0.]
1859,albums\classical\40387293-1761-4bcc-b6f0-976711a0e9d4.png,classical,[0. 0. 0. ... 0. 0. 0.]
1860,albums\classical\4094dbea-9ecf-4b86-b133-6de762345856.png,classical,[0. 0. 0. ... 0. 0. 0.]
1861,albums\classical\40a67893-3972-4f8a-9ed4-9f91580e7d8c.png,classical,[ 0.      0.     23.2148 ...  0.      0.      0.    ]
1862,albums\classical\41425425-3191-4287-87d3-e4b9feb1670f.png,classical,[0.       0.       0.       ... 0.       7.875997 0.      ]
1863,albums\classical\41910f32-c67d-4d3a-a864-1990cb30694d.png,classical,[0. 0. 0. ... 0. 0. 0.]
1864,albums\classical\4196ef5e-0466-4ff0-aaf7-a5f96de8d720.png,classical,[ 0.         0.         0.        ...  0.         2.2922764 18.450594 ]
1865,albums\classical\43b16e91-5380-4c69-ae3f-4f0eeb8018b5.png,classical,[ 0.        0.        3.923563 ...  0.       11.265441  0.      ]
1866,albums\classical\43e9bf39-3888-423f-92e2-2e3946bef0e3.png,classical,[0. 0. 0. ... 0. 0. 0.]
1867,albums\classical\443c5d6e-7b41-4aa1-96e4-ade249ef5b9e.png,classical,[0.       0.       0.       ... 0.       8.231021 0.      ]
1868,albums\classical\4463db6f-7e05-46fb-9a85-904514d0f9d1.png,classical,[0. 0. 0. ... 0. 0. 0.]
1869,albums\classical\447c974e-7141-4299-8b84-41029a854134.png,classical,[ 0.        0.       25.012857 ...  0.        0.       48.25111 ]
1870,albums\classical\449fe3cb-1ced-45bc-8a7a-8c8d5b2ececd.png,classical,[0. 0. 0. ... 0. 0. 0.]
1871,albums\classical\457d0ae5-9da7-4913-977f-2cb557543c0b.png,classical,[0. 0. 0. ... 0. 0. 0.]
1872,albums\classical\45e9181a-e4dd-4f08-91af-e93e8b2aa7eb.png,classical,[0. 0. 0. ... 0. 0. 0.]
1873,albums\classical\467a3808-6013-42a6-8e74-6e04b6403830.png,classical,[0. 0. 0. ... 0. 0. 0.]
1874,albums\classical\46985b1b-1915-449f-a4f0-947ceb4595d0.png,classical,[0.       0.       0.       ... 0.       3.818911 0.      ]
1875,albums\classical\46f3227c-b051-4da7-8015-8c60715bab49.png,classical,[ 0.       15.248334 17.177723 ...  0.        0.        0.      ]
1876,albums\classical\47466991-83b0-4dae-a868-082997d500a9.png,classical,[0.        0.        0.        ... 0.        0.        1.5969191]
1877,albums\classical\4788260f-ccca-426c-8407-c510a6073760.png,classical,[0. 0. 0. ... 0. 0. 0.]
1878,albums\classical\47d91a17-3ead-43b8-b0f4-58486b90d033.png,classical,[0. 0. 0. ... 0. 0. 0.]
1879,albums\classical\481ff771-2960-4a2c-a0ad-6b91b872e32d.png,classical,[ 0.        0.        0.       ... 15.521967  0.        0.      ]
1880,albums\classical\4850b195-19f5-41b8-a684-1c14250e77ec.png,classical,[0. 0. 0. ... 0. 0. 0.]
1881,albums\classical\488a418e-c87d-43db-b0e6-25ff2ac12f5c.png,classical,[0. 0. 0. ... 0. 0. 0.]
1882,albums\classical\48ab2154-fd2a-497b-88aa-31e0e65acae6.png,classical,[0. 0. 0. ... 0. 0. 0.]
1883,albums\classical\49a0bb5c-e7cd-4480-bea1-8f9fc8870da9.png,classical,[0. 0. 0. ... 0. 0. 0.]
1884,albums\classical\49ca02a8-34ee-4a11-bcdc-a4a8d182ac7a.png,classical,[0. 0. 0. ... 0. 0. 0.]
1885,albums\classical\49cb143b-f2eb-4db4-b0d2-c2a0190a575e.png,classical,[0.        0.        0.        ... 0.        1.6942363 0.       ]
1886,albums\classical\49f31b00-d938-4d88-8781-366e32a64ce4.png,classical,[ 0.        0.        0.       ...  0.       17.756899  0.      ]
1887,albums\classical\49fbca7e-db8d-44d6-a0ab-66d8d085d9e4.png,classical,[0. 0. 0. ... 0. 0. 0.]
1888,albums\classical\4a9e671c-bd7f-4503-a985-1dce51ca373d.png,classical,[0. 0. 0. ... 0. 0. 0.]
1889,albums\classical\4b2b228a-a844-4436-b52b-da611d29a0ce.png,classical,[0. 0. 0. ... 0. 0. 0.]
1890,albums\classical\4b6bce84-d119-46a1-8bf5-257c09985a39.png,classical,[ 0.        0.        0.       ...  0.       13.458451  0.      ]
1891,albums\classical\4c40cbb2-11ad-4da3-b836-3e19d6ea3542.png,classical,[0. 0. 0. ... 0. 0. 0.]
1892,albums\classical\4c412df4-8749-4709-98c8-be9da05a5947.png,classical,[ 3.3700829 61.24948    0.        ...  9.823558   0.        44.340527 ]
1893,albums\classical\4c5eea71-20f4-4804-82d0-16fbb3482799.png,classical,"[  0.          0.          0.        ... 177.58298     6.5873413
   0.       ]"
1894,albums\classical\4c73f463-edf9-496b-9be9-e622cb6db322.png,classical,[0. 0. 0. ... 0. 0. 0.]
1895,albums\classical\4cd59908-7ae5-4028-92f1-24b9b3d7f5f9.png,classical,[0. 0. 0. ... 0. 0. 0.]
1896,albums\classical\4cf1c886-5649-4367-bb13-88eece68c6a7.png,classical,[0. 0. 0. ... 0. 0. 0.]
1897,albums\classical\4cfa0896-2b21-4873-9518-b85fd4b61a88.png,classical,[0.        0.        0.        ... 0.        4.5096407 0.       ]
1898,albums\classical\4d5edd7d-5278-41ad-ab51-d4e3fe96d4c4.png,classical,[0. 0. 0. ... 0. 0. 0.]
1899,albums\classical\4d7e09c7-6a80-40af-9e30-5744a57bf73e.png,classical,[ 0.        0.        0.       ...  0.       12.470142  6.243776]
1900,albums\classical\4da75cee-cc75-4494-9eca-88698222fc5f.png,classical,[0. 0. 0. ... 0. 0. 0.]
1901,albums\classical\4e180d9b-295a-45da-a597-d5c39d8e782a.png,classical,[0.        0.        0.        ... 0.        0.        0.5004566]
1902,albums\classical\4e283514-dffc-491e-ac49-44d9501000c4.png,classical,[0. 0. 0. ... 0. 0. 0.]
1903,albums\classical\4e381fa8-7f07-48fb-988d-56119f2ce100.png,classical,[0. 0. 0. ... 0. 0. 0.]
1904,albums\classical\4e6bb6b5-aa6a-4fe7-80ec-828ca4438691.png,classical,[ 0.        0.        0.       ...  0.       24.289694  0.      ]
1905,albums\classical\4e7b713f-7119-4715-ab17-f26eb9b7fd6f.png,classical,[0. 0. 0. ... 0. 0. 0.]
1906,albums\classical\4e8815c1-0950-4386-8f1c-991f121e73f6.png,classical,[0. 0. 0. ... 0. 0. 0.]
1907,albums\classical\4ed22f1e-5e36-46b6-be87-8fad8eda7175.png,classical,[ 0.        0.        0.       ...  0.       12.276993  0.      ]
1908,albums\classical\4f2748ee-82de-4365-8f94-5b30dc5dd98c.png,classical,[0. 0. 0. ... 0. 0. 0.]
1909,albums\classical\4f2e350a-374d-426f-bac9-9e01563ec824.png,classical,[0.      0.      0.      ... 0.      8.58271 0.     ]
1910,albums\classical\5082fbf6-96a1-4c09-ad34-93eda6855fc0.png,classical,[0. 0. 0. ... 0. 0. 0.]
1911,albums\classical\508a6302-7996-4fba-aab3-7215c2747e97.png,classical,[0.        0.        0.        ... 0.        3.6159544 0.       ]
1912,albums\classical\518b12a7-b28b-4c0d-8257-8bf13f762828.png,classical,[0.        0.        0.        ... 6.6769867 0.        2.9393547]
1913,albums\classical\518def67-0d02-4b2f-918f-8a2796fd5f23.png,classical,[0.        0.        0.        ... 0.        2.2278385 0.       ]
1914,albums\classical\51b8fe00-a6ab-44f1-abe2-c9ac9c88146c.png,classical,[0. 0. 0. ... 0. 0. 0.]
1915,albums\classical\51cd1efb-c863-466f-bfed-c35fa3494cfb.png,classical,[0. 0. 0. ... 0. 0. 0.]
1916,albums\classical\5216fac7-a3eb-4d8e-b81e-8be3999c9901.png,classical,[0. 0. 0. ... 0. 0. 0.]
1917,albums\classical\521e897e-9a64-4b1b-995b-e94787788a7e.png,classical,[0. 0. 0. ... 0. 0. 0.]
1918,albums\classical\525d5261-6f4c-4617-824d-71e654c14b78.png,classical,[ 0.        0.        0.       ... 13.727713  0.        0.      ]
1919,albums\classical\52c2739a-c23a-43b4-98ed-515827251e9e.png,classical,[0. 0. 0. ... 0. 0. 0.]
1920,albums\classical\5315bd5f-dee7-4902-b554-7225d73b4625.png,classical,[0. 0. 0. ... 0. 0. 0.]
1921,albums\classical\5347be56-cba9-46af-b5ad-6302150e1d38.png,classical,[0. 0. 0. ... 0. 0. 0.]
1922,albums\classical\53972787-e1af-46df-b68f-819e54fb9831.png,classical,[0. 0. 0. ... 0. 0. 0.]
1923,albums\classical\5397f143-79de-4a42-9b5f-201fb4e91c6f.png,classical,[0. 0. 0. ... 0. 0. 0.]
1924,albums\classical\53b967b8-feb5-42bc-a785-1f7ca71c341e.png,classical,[0. 0. 0. ... 0. 0. 0.]
1925,albums\classical\53c664ab-e28e-4b04-9994-c9e6aaf53693.png,classical,[0. 0. 0. ... 0. 0. 0.]
1926,albums\classical\541d8863-e2a7-426d-94d2-00124c76630e.png,classical,[0.        0.        0.        ... 0.        1.8824978 0.       ]
1927,albums\classical\5455611a-c28d-458d-b323-2f4e11e73cb0.png,classical,[0.       0.       0.       ... 0.       0.       4.120785]
1928,albums\classical\545faad5-2927-4517-8990-6237733f7a0f.png,classical,[0. 0. 0. ... 0. 0. 0.]
1929,albums\classical\54e67696-fb93-4899-a6ab-0b5efb991011.png,classical,[0. 0. 0. ... 0. 0. 0.]
1930,albums\classical\552fb09f-1fe3-4519-92ba-b8d71e3910c2.png,classical,[0. 0. 0. ... 0. 0. 0.]
1931,albums\classical\55555fce-af44-4e93-a170-7554ed1e932d.png,classical,[0. 0. 0. ... 0. 0. 0.]
1932,albums\classical\55b1070f-2050-4e25-a3d8-9b40ed9a24fa.png,classical,[0. 0. 0. ... 0. 0. 0.]
1933,albums\classical\55d23011-8e16-4a9a-93fc-b95a7bd651a2.png,classical,[0. 0. 0. ... 0. 0. 0.]
1934,albums\classical\564d486f-45a3-47d4-a025-9e856d820556.png,classical,[ 0.         0.         0.        ...  0.        10.607801   2.2207649]
1935,albums\classical\5696394a-3f9a-45b4-9759-8e3f0adcd770.png,classical,[0. 0. 0. ... 0. 0. 0.]
1936,albums\classical\5733bcff-4518-41b6-8e4c-e4a47cd5cc85.png,classical,[0. 0. 0. ... 0. 0. 0.]
1937,albums\classical\573e63f9-9be2-4c44-bf8d-8b9a5333902d.png,classical,[0. 0. 0. ... 0. 0. 0.]
1938,albums\classical\5777bda9-cf0d-42b9-b372-746da0e1b443.png,classical,[0. 0. 0. ... 0. 0. 0.]
1939,albums\classical\578c299c-d2f1-4448-a523-5063313a2b22.png,classical,[0.       0.       0.       ... 6.106592 0.       4.655114]
1940,albums\classical\5792cb35-3a32-4c25-9f9f-5bc3580cf97e.png,classical,[0.        0.        0.        ... 0.        1.0917495 0.       ]
1941,albums\classical\58c2c212-10dc-4f55-8469-30b1d21c2b31.png,classical,[0. 0. 0. ... 0. 0. 0.]
1942,albums\classical\58e5ebce-ef22-4035-b278-8fc6bc91c1c7.png,classical,[0. 0. 0. ... 0. 0. 0.]
1943,albums\classical\594debb8-5294-48fb-b0fb-906eb1ed20ef.png,classical,[0. 0. 0. ... 0. 0. 0.]
1944,albums\classical\5958effc-5765-47b5-9de4-67a0d2c86733.png,classical,[0. 0. 0. ... 0. 0. 0.]
1945,albums\classical\5959c87a-4531-4d40-a53c-e429e0d8ba45.png,classical,[0.        0.        1.1607362 ... 0.        0.        0.       ]
1946,albums\classical\597bdb72-e3ef-4e54-9bf2-b43eb4b3fd97.png,classical,[ 0.       22.903412  0.       ...  0.        0.        0.      ]
1947,albums\classical\59ad5f9b-92d6-4ed4-b55b-416d585cdc88.png,classical,[ 0.        0.        0.       ...  0.       28.916485  0.      ]
1948,albums\classical\59e085a2-1b7f-4629-bbf5-d02244e05983.png,classical,[0. 0. 0. ... 0. 0. 0.]
1949,albums\classical\59e50c61-4231-4c6b-87c0-2b1ce622ee0b.png,classical,[0. 0. 0. ... 0. 0. 0.]
1950,albums\classical\59f0ea8d-7ccf-48af-87d2-81d98d1e0534.png,classical,[0. 0. 0. ... 0. 0. 0.]
1951,albums\classical\5a008aae-fb57-4655-88a4-f30f8b75dcaa.png,classical,[0.         0.         0.         ... 0.         0.56081116 0.        ]
1952,albums\classical\5a989c5d-a380-43af-a0e1-89c44a19226e.png,classical,[ 0.       0.       0.      ...  0.      22.39687  0.     ]
1953,albums\classical\5a9e1f92-dd2e-42dc-9c58-69149252d0e3.png,classical,[0.       0.       0.       ... 0.       6.870301 0.      ]
1954,albums\classical\5aa8c407-1356-47a2-8e65-74ffe9e0d521.png,classical,[0.         0.         0.         ... 0.         0.9371568  0.45815572]
1955,albums\classical\5b021ad4-acc8-48f9-b44d-fb3dfcc1d097.png,classical,[0. 0. 0. ... 0. 0. 0.]
1956,albums\classical\5b07d004-c69f-46ae-a782-ddcae573e4fb.png,classical,[0. 0. 0. ... 0. 0. 0.]
1957,albums\classical\5b3914d0-1ba2-4ffe-8ce8-3da262ceec2b.png,classical,[0.        0.        0.        ... 0.        2.9183238 0.       ]
1958,albums\classical\5c7a8ebd-2765-413a-ac3f-2a65b7cdbcab.png,classical,[0.        0.        0.        ... 0.        0.        3.2616072]
1959,albums\classical\5c7f152f-5cea-46e2-8965-305029b6e4cc.png,classical,[0. 0. 0. ... 0. 0. 0.]
1960,albums\classical\5cfd353d-495b-4440-be2d-0e374b4bf34d.png,classical,[0. 0. 0. ... 0. 0. 0.]
1961,albums\classical\5d10628b-7a17-4a31-939c-9e4fb8c60a50.png,classical,[0. 0. 0. ... 0. 0. 0.]
1962,albums\classical\5d3f9449-40df-46cd-a6d7-f3b4b870b2cb.png,classical,[ 0.        0.        0.       ... 32.434727  0.        0.      ]
1963,albums\classical\5d44cc27-912a-45cd-9e5a-a417425c192e.png,classical,[0.       0.       0.       ... 9.676202 0.       9.124384]
1964,albums\classical\5d49cb05-fc4c-4ca5-9fba-38d36986d6b0.png,classical,[0. 0. 0. ... 0. 0. 0.]
1965,albums\classical\5d7b7843-a96f-48f0-b828-b04f424328a2.png,classical,[0. 0. 0. ... 0. 0. 0.]
1966,albums\classical\5db22cfb-d81e-4383-9a56-000afb4e69fb.png,classical,[0.      0.      0.      ... 0.      0.      9.88807]
1967,albums\classical\5dbeeb8d-9603-4996-b819-bc909ec34ef4.png,classical,[0. 0. 0. ... 0. 0. 0.]
1968,albums\classical\5dcf9727-cc09-41ef-88b3-56f35c40a35e.png,classical,[0. 0. 0. ... 0. 0. 0.]
1969,albums\classical\5e025de1-2dc0-4d8a-9372-8b75c29fb659.png,classical,[0. 0. 0. ... 0. 0. 0.]
1970,albums\classical\5e2a2488-360e-4f93-93ff-401f3df532f3.png,classical,[0. 0. 0. ... 0. 0. 0.]
1971,albums\classical\5e38083a-166d-4b28-8fcc-80acba1eab7b.png,classical,[0. 0. 0. ... 0. 0. 0.]
1972,albums\classical\5e3de5bc-cf05-471c-a348-b784a6dca456.png,classical,[50.50589   0.        0.       ...  0.        6.976207  0.      ]
1973,albums\classical\5e5628d4-9f15-40ee-9edc-05538cb676c0.png,classical,[0.        0.        0.        ... 0.        2.6854372 0.       ]
1974,albums\classical\5ea1863c-64a4-4d1e-a822-5052b9c17db5.png,classical,[0. 0. 0. ... 0. 0. 0.]
1975,albums\classical\5f6ea519-a641-4e41-b143-ceb67c40b1b1.png,classical,[0. 0. 0. ... 0. 0. 0.]
1976,albums\classical\5fa7a60d-6cef-4462-9da7-d6d75ca9b4a8.png,classical,[0. 0. 0. ... 0. 0. 0.]
1977,albums\classical\601e9f0c-1e38-4c6e-81a9-79d1618178b2.png,classical,[0. 0. 0. ... 0. 0. 0.]
1978,albums\classical\60c74e6f-4603-4825-8e16-455b925d966d.png,classical,[0. 0. 0. ... 0. 0. 0.]
1979,albums\classical\60f171e2-48f6-4338-95df-7b8cbf7e9450.png,classical,[ 0.        0.        0.       ...  0.        0.       10.497155]
1980,albums\classical\6114b303-d17d-4ea6-9058-22cb7cc5c3e6.png,classical,[0.       0.       0.       ... 0.       2.054371 0.      ]
1981,albums\classical\612a86bc-10a1-450e-9c5f-58bdc74cecb6.png,classical,[ 0.        0.        0.       ...  0.       13.891062  0.      ]
1982,albums\classical\6130e2b3-09a0-44ae-ae3b-fac91dbbc129.png,classical,[0. 0. 0. ... 0. 0. 0.]
1983,albums\classical\618551b3-8a39-45b0-8006-2bfe19b8be84.png,classical,[0. 0. 0. ... 0. 0. 0.]
1984,albums\classical\61ae8a89-7ccc-46ee-b7f8-bc27b8d93d2f.png,classical,[ 0.        0.       64.57075  ... 41.374287  0.       65.23226 ]
1985,albums\classical\61bdc94f-312f-4c16-b272-284df679b266.png,classical,[ 0.        0.        0.       ...  0.        0.       28.606659]
1986,albums\classical\61f7e70c-5709-446d-a5d5-a6e518e389de.png,classical,[ 0.        0.        0.       ... 37.109077  0.       25.974115]
1987,albums\classical\62bad31d-18b9-491e-a2f7-4a8f5b4f03db.png,classical,[0. 0. 0. ... 0. 0. 0.]
1988,albums\classical\631c3180-f449-4bf6-9baf-1f6a8ad6c0cf.png,classical,[ 0.        0.        0.       ...  0.        0.       19.473104]
1989,albums\classical\632b3ddd-2e81-4d51-88c1-30290f62a7d2.png,classical,[0.       0.       0.       ... 0.       0.       6.490269]
1990,albums\classical\633ec153-2b91-4000-b33c-67b682b8ca77.png,classical,[0. 0. 0. ... 0. 0. 0.]
1991,albums\classical\63ce9305-ff5b-4485-8802-52f1aa0c5df9.png,classical,[0. 0. 0. ... 0. 0. 0.]
1992,albums\classical\640a9dc8-d6af-4e0f-b281-4139a1c6a95a.png,classical,[0.       0.       0.       ... 0.       4.187249 0.      ]
1993,albums\classical\64215cf7-a259-426f-b972-acfc6314d823.png,classical,[0.        0.        2.4133778 ... 0.        0.        7.1840353]
1994,albums\classical\6432dd7d-b536-4c77-bff1-be7ca91e55db.png,classical,[0. 0. 0. ... 0. 0. 0.]
1995,albums\classical\643f6d83-4920-4ab1-b45c-0abfd96fcd39.png,classical,[0. 0. 0. ... 0. 0. 0.]
1996,albums\classical\64710026-9db7-4231-8e01-125568d266ff.png,classical,[0. 0. 0. ... 0. 0. 0.]
1997,albums\classical\65149914-5ff9-46b3-b78d-0aadce2996fd.png,classical,[0. 0. 0. ... 0. 0. 0.]
1998,albums\classical\6554938f-94e2-40b1-8ac8-8671583bd400.png,classical,[ 0.        0.        0.       ...  0.       11.697099  0.      ]
1999,albums\classical\65b5c48f-89c9-4be9-b7a0-2e18692db80e.png,classical,[0. 0. 0. ... 0. 0. 0.]
2000,albums\classical\66008251-563a-4c29-83be-9195d9a1b0a8.png,classical,[ 0.        0.        0.       ...  0.        0.       14.616201]
2001,albums\classical\66a1bf89-b693-4df4-b702-740c962a7f99.png,classical,[0. 0. 0. ... 0. 0. 0.]
2002,albums\classical\66db20c3-c5db-45dd-ab54-2cd88949fccf.png,classical,[0.        0.        0.        ... 0.        0.        6.3979583]
2003,albums\classical\66e5af92-d0a5-4883-91a4-2483436c11a4.png,classical,[0. 0. 0. ... 0. 0. 0.]
2004,albums\classical\67129c5d-6423-44b8-9029-77a459dfc120.png,classical,[ 0.         0.         0.        ...  0.        22.934536  10.8863125]
2005,albums\classical\67239646-95f0-45a9-9069-c0f9d1ab48bb.png,classical,[0. 0. 0. ... 0. 0. 0.]
2006,albums\classical\67305eb5-44d1-4c82-aadf-77113f03ae78.png,classical,[ 0.         0.         3.1849718 ...  0.         0.        18.831202 ]
2007,albums\classical\67f6a24d-80df-4532-8fa4-e4eb9d093014.png,classical,[0. 0. 0. ... 0. 0. 0.]
2008,albums\classical\682c7358-549d-467f-9861-455302f5e8dd.png,classical,[0. 0. 0. ... 0. 0. 0.]
2009,albums\classical\688ee3ab-eee9-4143-9d6c-3cbf839447ad.png,classical,[0. 0. 0. ... 0. 0. 0.]
2010,albums\classical\68921f2e-9151-4e8d-bcb1-d49e5ae61b4a.png,classical,[0. 0. 0. ... 0. 0. 0.]
2011,albums\classical\68b34883-65a3-4954-a4ba-d29fca6c9a41.png,classical,[0. 0. 0. ... 0. 0. 0.]
2012,albums\classical\68e826dc-c2ea-499f-a7d3-603040bfc796.png,classical,[0.       0.       0.       ... 0.       0.       3.544142]
2013,albums\classical\6946a2f7-8a9a-4265-8330-6be590d61dad.png,classical,[0. 0. 0. ... 0. 0. 0.]
2014,albums\classical\697cd911-735a-46a1-a6b7-93d545c17121.png,classical,[0.       0.       0.       ... 0.       2.341138 3.92353 ]
2015,albums\classical\69b3ad9d-7c35-4a48-9771-d87f7f9417fc.png,classical,[0. 0. 0. ... 0. 0. 0.]
